id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
7af88b33,Max Lowe,eng ENG,DF,Sheffield Utd,23,1997,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
9a9c05db,Matthew Lowton,eng ENG,DF,Burnley,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,24.9,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
c0e27d1a,David Luiz,br BRA,DF,Arsenal,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,19.0,3,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
6f7d826d,Douglas Luiz,br BRA,MF,Aston Villa,22,1998,30.9,0,26,8,30.8,0.84,0.26,0.00,0.00,23.9,1,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
0df2b165,John Lundstram,eng ENG,MF,Sheffield Utd,26,1994,22.6,0,19,4,21.1,0.84,0.18,0.00,0.00,23.8,1,0,1,1.9,1.1,0.06,-1.9,-1.1,Matches
83d074ff,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,21,1998,12.4,1,24,3,12.5,1.94,0.24,0.04,0.33,22.5,1,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
ee38d9c5,James Maddison,eng ENG,MF,Leicester City,23,1996,23.3,8,75,23,30.7,3.22,0.99,0.11,0.35,24.7,13,0,0,3.8,3.8,0.05,+4.2,+4.2,Matches
d8931174,Harry Maguire,eng ENG,DF,Manchester Utd,27,1993,33.9,2,36,9,25.0,1.06,0.27,0.06,0.22,12.8,0,0,0,2.3,2.2,0.06,-0.3,-0.2,Matches
892d5bb1,Riyad Mahrez,dz ALG,FW,Manchester City,29,1991,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,17.0,3,0,0,4.7,4.7,0.08,+4.3,+4.3,Matches
e3a5814e,Ainsley Maitland-Niles,eng ENG,"MF,DF",Arsenal,22,1997,5.4,0,2,1,50.0,0.37,0.18,0.00,0.00,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
e3a5814e,Ainsley Maitland-Niles,eng ENG,MF,West Brom,22,1997,13.7,0,10,3,30.0,0.73,0.22,0.00,0.00,23.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
bc0bfc64,Josh Maja,ng NGA,FW,Fulham,21,1998,9.0,3,20,7,35.0,2.22,0.78,0.10,0.29,14.3,0,1,1,4.5,3.7,0.19,-1.5,-1.7,Matches
c691bfe2,Sadio Mané,sn SEN,FW,Liverpool,28,1992,31.2,11,94,34,36.2,3.01,1.09,0.12,0.32,13.7,0,0,0,14.1,14.1,0.15,-3.1,-3.1,Matches
758dd7f0,Javier Manquillo,es ESP,DF,Newcastle Utd,26,1994,9.2,0,1,0,0.0,0.11,0.00,0.00,,24.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
9ae9eaea,Fernando Marçal,br BRA,"DF,MF",Wolves,31,1989,6.9,0,2,0,0.0,0.29,0.00,0.00,,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
bb5fbd2b,Solly March,eng ENG,"DF,MF",Brighton,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.50,17.0,1,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches
aa54ec6f,Pablo Marí,es ESP,DF,Arsenal,26,1993,10.0,0,2,0,0.0,0.20,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
8b788c01,Anthony Martial,fr FRA,FW,Manchester Utd,24,1995,16.4,4,43,20,46.5,2.61,1.22,0.09,0.20,14.0,0,0,0,6.5,6.5,0.15,-2.5,-2.5,Matches
48a5a5d6,Martinelli,br BRA,FW,Arsenal,19,2001,6.5,2,20,8,40.0,3.06,1.22,0.10,0.25,14.1,0,0,0,3.3,3.3,0.17,-1.3,-1.3,Matches
7956236f,Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
57df7a11,Arthur Masuaku,cd COD,"DF,MF",West Ham,26,1993,11.2,0,6,2,33.3,0.54,0.18,0.00,0.00,21.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
29733c72,Juan Mata,es ESP,"FW,MF",Manchester Utd,32,1988,5.7,1,4,3,75.0,0.71,0.53,0.00,0.00,21.5,0,1,1,1.0,0.2,0.06,0.0,-0.2,Matches
50e6dc35,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23,1997,2.5,1,4,2,50.0,1.63,0.81,0.25,0.50,10.6,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
eb7822d7,Nemanja Matić,rs SRB,MF,Manchester Utd,31,1988,12.3,0,6,3,50.0,0.49,0.24,0.00,0.00,22.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
b217ef29,Joël Matip,cm CMR,DF,Liverpool,28,1991,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,7.3,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
4bcf39f6,Neal Maupay,fr FRA,"FW,MF",Brighton,23,1996,27.9,8,67,22,32.8,2.40,0.79,0.07,0.23,14.8,0,3,4,13.2,10.1,0.15,-5.2,-5.1,Matches
cee31595,James McArthur,sct SCO,MF,Crystal Palace,32,1987,16.3,0,6,0,0.0,0.37,0.00,0.00,,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
78b8ac63,Oliver McBurnie,sct SCO,FW,Sheffield Utd,24,1996,14.7,1,30,12,40.0,2.04,0.82,0.03,0.08,12.5,0,0,0,3.9,3.9,0.13,-2.9,-2.9,Matches
36c2ca73,Alex McCarthy,eng ENG,GK,Southampton,30,1989,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
64b08de7,James McCarthy,ie IRL,MF,Crystal Palace,29,1990,9.1,0,1,0,0.0,0.11,0.00,0.00,,32.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
90f91999,John McGinn,sct SCO,MF,Aston Villa,25,1994,37.0,3,45,11,24.4,1.22,0.30,0.07,0.27,23.7,0,0,0,2.5,2.5,0.06,+0.5,+0.5,Matches
dbe56a33,David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,32,1987,26.6,8,71,23,32.4,2.67,0.86,0.11,0.35,18.2,1,0,0,6.9,6.9,0.10,+1.1,+1.1,Matches
fc15fb84,Dwight McNeil,eng ENG,MF,Burnley,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,22.3,1,0,0,1.1,1.1,0.04,+0.9,+0.9,Matches
d93c2511,Scott McTominay,sct SCO,MF,Manchester Utd,23,1996,23.7,4,26,7,26.9,1.10,0.30,0.15,0.57,17.6,0,0,0,2.1,2.1,0.08,+1.9,+1.9,Matches
8df7a2fb,Ben Mee,eng ENG,DF,Burnley,30,1989,29.9,2,22,6,27.3,0.74,0.20,0.09,0.33,10.6,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Matches
ca22ccb0,Hannibal Mejbri,tn TUN,MF,Manchester Utd,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5271c8f1,Benjamin Mendy,fr FRA,DF,Manchester City,26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1.00,17.2,0,0,0,0.3,0.3,0.06,+1.7,+1.7,Matches
33887998,Edouard Mendy,sn SEN,GK,Chelsea,28,1992,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1598599e,Nampalys Mendy,sn SEN,MF,Leicester City,28,1992,16.2,0,4,2,50.0,0.25,0.12,0.00,0.00,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
6b625ac2,Illan Meslier,fr FRA,GK,Leeds United,20,2000,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2ce2508a,Luka Milivojević,rs SRB,MF,Crystal Palace,29,1991,26.2,1,17,5,29.4,0.65,0.19,0.00,0.00,28.4,7,1,2,2.4,0.8,0.05,-1.4,-0.8,Matches
2f90f6b8,James Milner,eng ENG,"MF,DF",Liverpool,34,1986,11.9,0,12,3,25.0,1.01,0.25,0.00,0.00,24.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
6d5701f2,Yerry Mina,co COL,DF,Everton,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.50,11.2,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
f833a830,Takumi Minamino,jp JPN,MF,Southampton,25,1995,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,18.3,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
f833a830,Takumi Minamino,jp JPN,"MF,FW",Liverpool,25,1995,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,17.0,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
8397a50c,Tyrone Mings,eng ENG,DF,Aston Villa,27,1993,35.5,2,19,7,36.8,0.54,0.20,0.11,0.29,9.9,0,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
5cbd1eb0,Tyrick Mitchell,eng ENG,DF,Crystal Palace,20,1999,19.0,1,2,2,100.0,0.11,0.11,0.50,0.50,7.8,0,0,0,0.8,0.8,0.42,+0.2,+0.2,Matches
3925dbd6,Aleksandar Mitrović,rs SRB,FW,Fulham,25,1994,15.6,3,57,19,33.3,3.66,1.22,0.04,0.11,15.8,2,1,2,6.2,4.6,0.08,-3.2,-2.6,Matches
f230bc30,Jakub Moder,pl POL,"DF,MF",Brighton,21,1999,7.2,0,13,3,23.1,1.81,0.42,0.00,0.00,17.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
c908a1bc,Jayson Molumby,ie IRL,MF,Brighton,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
bfae110f,Wesley Moraes,br BRA,FW,Aston Villa,23,1996,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
80c31c97,Wes Morgan,jm JAM,DF,Leicester City,36,1984,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9674002f,Mason Mount,eng ENG,MF,Chelsea,21,1999,32.1,6,81,25,30.9,2.52,0.78,0.06,0.20,21.1,6,1,1,6.3,5.5,0.07,-0.3,-0.5,Matches
2b622f01,Lucas Moura,br BRA,"FW,MF",Tottenham,27,1992,15.7,3,18,6,33.3,1.15,0.38,0.17,0.50,16.1,0,0,0,1.9,1.9,0.11,+1.1,+1.1,Matches
d9cfca3d,Lys Mousset,fr FRA,"FW,MF",Sheffield Utd,24,1996,3.3,0,4,2,50.0,1.22,0.61,0.00,0.00,16.8,0,0,0,1.0,1.0,0.24,-1.0,-1.0,Matches
f5a00fa4,João Moutinho,pt POR,MF,Wolves,33,1986,28.1,1,14,4,28.6,0.50,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
f8e588df,Joel Mumbongo,se SWE,FW,Burnley,21,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
de112b84,Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,25,1995,18.1,2,30,8,26.7,1.66,0.44,0.07,0.25,23.4,6,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches
3f2d59fe,Shkodran Mustafi,de GER,DF,Arsenal,28,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
de5b5570,Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
5ed97752,Iliman Ndiaye,sn SEN,MF,Sheffield Utd,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6b47c5db,Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,23,1996,24.2,1,16,1,6.3,0.66,0.04,0.06,1.00,20.0,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
5cdddffa,Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,3,18,7,38.9,0.77,0.30,0.17,0.43,18.4,0,0,0,1.6,1.6,0.09,+1.4,+1.4,Matches
c5bdb6e3,Reiss Nelson,eng ENG,"FW,MF",Arsenal,20,1999,0.8,0,1,0,0.0,1.27,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
7ba2eaa9,Pedro Neto,pt POR,"FW,MF",Wolves,20,2000,28.3,5,61,21,34.4,2.15,0.74,0.08,0.24,19.6,3,0,0,5.1,5.1,0.08,-0.1,-0.1,Matches
44bfb6c5,Rúben Neves,pt POR,MF,Wolves,23,1997,29.7,5,64,13,20.3,2.15,0.44,0.03,0.15,26.9,12,3,3,5.1,2.7,0.04,-0.1,-0.7,Matches
a53649b7,Eddie Nketiah,eng ENG,FW,Arsenal,21,1999,4.7,2,12,5,41.7,2.55,1.06,0.17,0.40,12.8,0,0,0,1.8,1.8,0.15,+0.2,+0.2,Matches
f5b281e7,Niels Nkounkou,fr FRA,"DF,FW",Everton,19,2000,0.9,0,1,0,0.0,1.11,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
30040f5d,Dan Nlundulu,eng ENG,"FW,MF",Southampton,21,1999,1.2,0,1,0,0.0,0.81,0.00,0.00,,12.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
ff527768,Mark Noble,eng ENG,MF,West Ham,33,1987,7.9,0,1,0,0.0,0.13,0.00,0.00,,22.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
c73ada83,Will Norris,eng ENG,GK,Burnley,26,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
43439614,Oliver Norwood,nir NIR,MF,Sheffield Utd,29,1991,24.7,0,11,1,9.1,0.45,0.04,0.00,0.00,31.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
312626c1,Jack O'Connell,eng ENG,DF,Sheffield Utd,26,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1d042188,Dara O'Shea,ie IRL,DF,West Brom,21,1999,23.4,0,3,0,0.0,0.13,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
caa1a7f0,Michael Obafemi,ie IRL,FW,Southampton,20,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
f7750aa0,Denis Odoi,gh GHA,DF,Fulham,32,1988,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
74b2cd7e,Angelo Ogbonna,it ITA,DF,West Ham,32,1988,27.7,3,13,4,30.8,0.47,0.14,0.23,0.75,7.3,0,0,0,1.7,1.7,0.13,+1.3,+1.3,Matches
e7ee38c3,Robin Olsen,se SWE,GK,Everton,30,1990,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6612cd8c,Josh Onomah,eng ENG,MF,Fulham,23,1997,4.2,0,6,1,16.7,1.44,0.24,0.00,0.00,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
43a166b4,Divock Origi,be BEL,FW,Liverpool,25,1995,2.1,0,7,2,28.6,3.39,0.97,0.00,0.00,18.5,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches
79bc4c45,Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,25,1994,17.8,1,9,4,44.4,0.50,0.22,0.11,0.25,18.4,0,0,0,1.1,1.1,0.13,-0.1,-0.1,Matches
6956ff08,Owen Otasowie,us USA,"MF,FW",Wolves,19,2001,2.1,0,4,0,0.0,1.93,0.00,0.00,,13.6,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
38c7feef,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,26,1993,2.8,1,8,4,50.0,2.85,1.42,0.13,0.25,21.8,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
e0bc6fdc,Emerson Palmieri,it ITA,DF,Chelsea,25,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
529f49ab,Thomas Partey,gh GHA,MF,Arsenal,27,1993,17.0,0,26,4,15.4,1.53,0.23,0.00,0.00,27.1,0,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
79b0d6a0,Rui Patrício,pt POR,GK,Wolves,32,1988,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4879f8cb,Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
af341b88,Lee Peltier,eng ENG,DF,West Brom,33,1986,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
57e3f0c7,Nicolas Pépé,ci CIV,FW,Arsenal,25,1995,18.0,10,47,19,40.4,2.62,1.06,0.19,0.47,15.7,1,1,1,5.8,5.0,0.11,+4.2,+4.0,Matches
b04ee927,Matheus Pereira,pt POR,"MF,FW",West Brom,24,1996,28.6,11,61,23,37.7,2.13,0.80,0.11,0.30,23.1,10,4,4,7.3,4.2,0.07,+3.7,+2.8,Matches
75a72a99,Ricardo Pereira,pt POR,"DF,FW",Leicester City,26,1993,10.7,0,7,4,57.1,0.66,0.38,0.00,0.00,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
819aa8e7,Ayoze Pérez,es ESP,"MF,FW",Leicester City,27,1993,14.8,2,31,13,41.9,2.10,0.88,0.06,0.15,17.1,1,0,0,3.3,3.3,0.11,-1.3,-1.3,Matches
4f565d77,Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27.0,1,15,5,33.3,0.56,0.19,0.07,0.20,27.5,3,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
7bb5f40e,Matt Phillips,sct SCO,MF,West Brom,29,1991,20.3,2,22,10,45.5,1.08,0.49,0.09,0.20,20.6,1,0,0,2.8,2.8,0.13,-0.8,-0.8,Matches
515ebe8d,Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,16.2,1,15,2,13.3,0.93,0.12,0.07,0.50,10.4,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
19f4d211,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4806ec67,Jordan Pickford,eng ENG,GK,Everton,26,1994,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1ef37668,Erik Pieters,nl NED,"DF,MF",Burnley,31,1988,14.1,0,4,3,75.0,0.28,0.21,0.00,0.00,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
7fcc71d8,Daniel Podence,pt POR,"MF,FW",Wolves,24,1995,18.5,3,32,14,43.8,1.73,0.76,0.09,0.21,17.5,0,0,0,2.5,2.5,0.08,+0.5,+0.5,Matches
867239d3,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27,1993,21.1,3,31,11,35.5,1.47,0.52,0.10,0.27,17.0,0,0,0,2.8,2.8,0.09,+0.2,+0.2,Matches
4b40d9ca,Nick Pope,eng ENG,GK,Burnley,28,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
86695068,Dennis Praet,be BEL,MF,Leicester City,26,1994,8.0,1,8,2,25.0,1.00,0.25,0.13,0.50,16.8,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
fdd85f94,Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,0,4,2,50.0,1.69,0.85,0.00,0.00,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1bf33a9a,Christian Pulisic,us USA,"FW,MF",Chelsea,21,1998,19.3,4,43,16,37.2,2.23,0.83,0.09,0.25,14.5,0,0,0,6.1,6.1,0.14,-2.1,-2.1,Matches
466fb2c5,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1544f145,Jacob Ramsey,eng ENG,MF,Aston Villa,19,2001,7.0,0,11,1,9.1,1.58,0.14,0.00,0.00,18.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
dc31b84c,Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6385ebfb,Darren Randolph,ie IRL,GK,West Ham,33,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3423f250,Raphinha,br BRA,"MF,FW",Leeds United,23,1996,26.2,6,67,24,35.8,2.56,0.92,0.09,0.25,17.2,4,0,0,5.7,5.7,0.09,+0.3,+0.3,Matches
a1d5bd30,Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,32.4,11,79,36,45.6,2.43,1.11,0.14,0.31,18.9,5,0,0,8.9,8.9,0.11,+2.1,+2.1,Matches
28b40c9c,Tim Ream,us USA,DF,Fulham,32,1987,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ab651565,Nathan Redmond,eng ENG,"MF,FW",Southampton,26,1994,19.3,2,45,13,28.9,2.33,0.67,0.04,0.15,18.5,0,0,0,3.1,3.1,0.07,-1.1,-1.1,Matches
803ae100,Harrison Reed,eng ENG,MF,Fulham,25,1995,25.0,0,13,4,30.8,0.52,0.16,0.00,0.00,26.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
3353737a,Sergio Reguilón,es ESP,DF,Tottenham,23,1996,24.9,0,20,4,20.0,0.80,0.16,0.00,0.00,19.0,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
0f7533cd,Bobby Reid,jm JAM,"MF,FW",Fulham,27,1993,26.4,5,34,8,23.5,1.29,0.30,0.15,0.63,16.9,1,0,0,3.8,3.8,0.11,+1.2,+1.2,Matches
1c7012b8,Declan Rice,eng ENG,MF,West Ham,21,1999,32.0,2,25,7,28.0,0.78,0.22,0.04,0.14,20.8,3,1,2,3.2,1.6,0.06,-1.2,-0.6,Matches
4fa62ae4,Lewis Richardson,eng ENG,"FW,MF",Burnley,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
fa031b34,Richarlison,br BRA,FW,Everton,23,1997,31.8,7,80,31,38.8,2.52,0.98,0.08,0.19,15.1,1,1,1,9.7,8.8,0.11,-2.7,-2.8,Matches
7a1f2c08,Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,2,8,2,25.0,0.40,0.10,0.25,1.00,21.0,0,0,0,0.6,0.6,0.07,+1.4,+1.4,Matches
71ef519e,Matt Ritchie,sct SCO,"DF,MF",Newcastle Utd,30,1989,15.0,0,11,1,9.1,0.73,0.07,0.00,0.00,22.6,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
6c17e046,Tyler Roberts,wls WAL,"MF,FW",Leeds United,21,1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19.4,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
2e4f5f03,Andrew Robertson,sct SCO,DF,Liverpool,26,1994,37.6,1,19,5,26.3,0.51,0.13,0.05,0.20,17.4,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
289601e6,Antonee Robinson,us USA,DF,Fulham,22,1997,24.0,0,10,4,40.0,0.42,0.17,0.00,0.00,20.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
e75750a3,Callum Robinson,ie IRL,"FW,MF",West Brom,25,1995,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,19.8,0,0,0,3.1,3.1,0.10,+1.9,+1.9,Matches
7399c7a8,Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,9.7,0,6,0,0.0,0.62,0.00,0.00,,12.9,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
fb2dec57,Hal Robson-Kanu,wls WAL,FW,West Brom,31,1989,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,20.1,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
17acc2ed,Marek Rodák,sk SVK,GK,Fulham,23,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8d62d31a,Joe Rodon,wls WAL,DF,Tottenham,22,1997,8.1,0,1,0,0.0,0.12,0.00,0.00,,9.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
6434f10d,Rodri,es ESP,MF,Manchester City,24,1996,30.5,2,31,7,22.6,1.02,0.23,0.03,0.14,20.8,0,1,1,2.4,1.6,0.05,-0.4,-0.6,Matches
1fb1c435,Rodrigo,es ESP,"MF,FW",Leeds United,29,1991,14.3,7,46,18,39.1,3.21,1.26,0.15,0.39,16.4,1,0,0,5.1,5.1,0.11,+1.9,+1.9,Matches
715bf047,James Rodríguez,co COL,"FW,MF",Everton,29,1991,19.6,6,37,18,48.6,1.89,0.92,0.16,0.33,20.7,4,0,0,2.8,2.8,0.08,+3.2,+3.2,Matches
4ab53cdb,Jay Rodriguez,eng ENG,FW,Burnley,31,1989,14.1,1,31,9,29.0,2.21,0.64,0.03,0.11,17.1,0,0,0,3.0,3.0,0.11,-2.0,-2.0,Matches
4b511457,Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,1,14,4,28.6,0.71,0.20,0.07,0.25,25.9,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
da8b19e2,John Ruddy,eng ENG,GK,Wolves,33,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
18b896d6,Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,18.3,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
4535e4bb,Mathew Ryan,au AUS,GK,Arsenal,28,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4535e4bb,Mathew Ryan,au AUS,GK,Brighton,28,1992,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2b16cb1a,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23,1997,17.3,3,30,12,40.0,1.73,0.69,0.10,0.25,20.8,0,0,0,2.6,2.6,0.09,+0.4,+0.4,Matches
9fbbcf39,Romain Saïss,ma MAR,DF,Wolves,30,1990,26.7,3,28,11,39.3,1.05,0.41,0.11,0.27,13.4,2,0,0,3.0,3.0,0.11,0.0,0.0,Matches
bc7dc64d,Bukayo Saka,eng ENG,"FW,MF",Arsenal,18,2001,28.4,5,61,20,32.8,2.15,0.71,0.08,0.25,16.1,1,0,0,6.9,6.9,0.11,-1.9,-1.9,Matches
87935cf3,Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,3.1,0,1,0,0.0,0.33,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
