id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
1d8c99b0,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,137,46,4.0,1.5,1,73,0,2,32,2,0.33,0,6,-6,-3.94,-3.56,0.9,2.6,-1.7,-1.09,-0.31,Matches
7d41b619,Andrew Surman,eng ENG,MF,Bournemouth,32,1986,5,235,47,6.9,2.6,2,89,1,3,19,24,1.20,2,6,-4,-1.53,-0.94,4.1,7.0,-3.0,-1.14,-0.73,Matches
b017b770,Sam Surridge,eng ENG,"FW,MF",Bournemouth,21,1998,4,27,7,0.8,0.3,0,,0,4,7,8,0.75,0,2,-2,-6.67,-6.06,0.9,1.6,-0.8,-2.51,-2.07,Matches
e9971f2d,Japhet Tanganga,eng ENG,DF,Tottenham,20,1999,6,525,88,15.4,5.8,6,88,5,0,,9,0.83,6,7,-1,-0.17,-0.64,6.4,13.3,-6.9,-1.18,-1.20,Matches
e514ab62,Matt Targett,eng ENG,"DF,MF",Aston Villa,23,1995,28,2291,82,67.0,25.5,27,83,22,1,54,2,1.00,30,40,-10,-0.39,+0.88,31.7,45.3,-13.6,-0.54,+0.25,Matches
15ea812b,James Tarkowski,eng ENG,DF,Burnley,26,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,43,50,-7,-0.18,,47.4,49.8,-2.4,-0.06,,Matches
0beeb166,Nikola Tavares,hr CRO,DF,Crystal Palace,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
cc2d7ad5,Charlie Taylor,eng ENG,DF,Burnley,25,1993,24,1945,81,56.9,21.6,22,85,20,2,41,6,1.63,24,18,+6,+0.28,+1.07,24.8,29.4,-4.5,-0.21,-0.34,Matches
c2f9d19f,Neil Taylor,wls WAL,DF,Aston Villa,30,1989,14,1091,78,31.9,12.1,11,85,10,3,52,13,0.79,11,25,-14,-1.15,-0.69,12.2,20.2,-8.0,-0.66,-0.07,Matches
f1e94cd6,Nathan Tella,eng ENG,FW,Southampton,20,1999,1,3,3,0.1,0.0,0,,0,1,3,2,3.00,0,0,0,0.00,+0.24,0.1,0.0,+0.1,+3.40,+3.31,Matches
75566759,Alexander Tettey,no NOR,"MF,DF",Norwich City,33,1986,30,2338,78,68.4,26.0,28,82,13,2,25,3,0.67,17,44,-27,-1.04,+0.79,22.0,43.6,-21.5,-0.83,-0.17,Matches
6a471ee8,Bobby Thomas,eng ENG,DF,Burnley,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
b547f08c,Jordan Thomas,eng ENG,FW,Norwich City,18,2001,1,1,1,0.0,0.0,0,,0,1,1,3,0.00,0,0,0,0.00,+1.29,0.0,0.1,-0.1,-6.07,-5.29,Matches
fc027d02,Luke Thomas,eng ENG,"MF,DF",Leicester City,18,2001,3,267,89,7.8,3.0,3,89,2,0,,0,1.00,2,4,-2,-0.67,-1.47,5.0,2.6,+2.5,+0.83,+0.42,Matches
fa38722f,Max Thompson,eng ENG,FW,Burnley,17,2002,1,3,3,0.1,0.0,0,,0,1,3,8,0.00,0,0,0,0.00,+0.18,0.0,0.0,0.0,0.00,+0.06,Matches
56f7a928,Youri Tielemans,be BEL,MF,Leicester City,22,1997,37,2828,76,82.7,31.4,32,86,21,5,17,1,1.59,57,35,+22,+0.70,+0.09,52.0,38.8,+13.2,+0.42,-0.11,Matches
fce2302c,Kieran Tierney,sct SCO,"DF,MF",Arsenal,22,1997,15,989,66,28.9,11.0,12,78,6,3,18,4,1.47,18,16,+2,+0.18,-0.04,12.4,19.0,-6.6,-0.60,-0.54,Matches
e7ca0439,James Tomkins,eng ENG,DF,Crystal Palace,30,1989,18,1582,88,46.3,17.6,18,88,16,0,,3,0.89,15,23,-8,-0.46,+0.08,13.8,27.3,-13.5,-0.77,-0.40,Matches
7edfbb8a,Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,15,1291,86,37.7,14.3,15,86,13,0,,12,1.93,27,18,+9,+0.63,+0.37,26.6,14.4,+12.2,+0.85,+0.08,Matches
52611641,Lucas Torreira,uy URU,MF,Arsenal,23,1996,29,1512,52,44.2,16.8,17,76,8,12,18,4,1.48,23,23,0,0.00,-0.38,19.5,24.9,-5.5,-0.33,-0.19,Matches
9a104dee,Cenk Tosun,tr TUR,FW,Crystal Palace,28,1991,5,177,35,5.2,2.0,2,74,0,3,10,0,1.60,1,2,-1,-0.51,-0.01,2.0,3.8,-1.8,-0.93,-0.39,Matches
9a104dee,Cenk Tosun,tr TUR,FW,Everton,28,1991,5,291,58,8.5,3.2,2,82,1,3,43,11,1.00,2,4,-2,-0.62,-0.33,3.9,3.6,+0.3,+0.10,+0.04,Matches
b28bbd58,Andros Townsend,eng ENG,"FW,MF",Crystal Palace,28,1991,24,1294,54,37.8,14.4,14,81,8,10,16,5,1.04,8,23,-15,-1.04,-0.87,11.6,22.3,-10.7,-0.75,-0.30,Matches
9a28eba4,Adama Traoré,es ESP,"FW,DF",Wolves,23,1996,37,2605,70,76.2,28.9,27,86,18,10,29,1,1.57,44,33,+11,+0.38,+0.38,43.7,28.6,+15.1,+0.52,+0.41,Matches
fe558029,Mark Travers,ie IRL,GK,Bournemouth,20,1999,1,90,90,2.6,1.0,1,90,1,0,,1,0.00,0,3,-3,-3.00,-2.41,0.4,2.0,-1.7,-1.66,-1.23,Matches
3ae14ed1,Trézéguet,eg EGY,"FW,MF",Aston Villa,24,1994,34,1950,57,57.0,21.7,20,78,5,14,27,3,0.91,22,28,-6,-0.28,+0.95,20.6,37.7,-17.1,-0.79,-0.39,Matches
38ceb24a,Leandro Trossard,be BEL,"FW,MF",Brighton,24,1994,31,2011,65,58.8,22.3,22,81,10,9,26,3,0.97,23,34,-11,-0.49,-0.24,27.4,32.9,-5.5,-0.25,+0.01,Matches
552aa16c,Tom Trybull,de GER,MF,Norwich City,26,1993,16,1130,71,33.0,12.6,14,77,4,2,29,14,0.63,12,25,-13,-1.04,+0.38,12.3,19.5,-7.2,-0.57,+0.30,Matches
2baec6ce,Axel Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,189,38,5.5,2.1,2,90,2,3,3,9,1.60,1,3,-2,-0.95,-1.84,1.9,3.1,-1.2,-0.57,-1.29,Matches
531a4aa8,Yan Valery,tn TUN,DF,Southampton,20,1999,11,779,71,22.8,8.7,10,76,4,1,15,10,0.91,9,20,-11,-1.27,-1.34,11.2,14.3,-3.0,-0.35,-0.57,Matches
c2111b45,Jesús Vallejo,es ESP,DF,Wolves,22,1997,2,163,82,4.8,1.8,1,90,1,1,73,10,0.50,3,6,-3,-1.66,-2.04,2.6,4.0,-1.4,-0.80,-1.28,Matches
e06683ca,Virgil van Dijk,nl NED,DF,Liverpool,28,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,2.61,85,33,+52,+1.37,,68.9,37.7,+31.2,+0.82,,Matches
45963054,Jamie Vardy,eng ENG,FW,Leicester City,32,1987,35,3033,87,88.7,33.7,34,88,32,1,32,0,1.60,58,38,+20,+0.59,-0.80,53.3,41.2,+12.2,+0.36,-0.69,Matches
04e195ee,Indiana Vassilev,us USA,"FW,MF",Aston Villa,18,2001,4,51,13,1.5,0.6,0,,0,4,13,8,1.00,2,1,+1,+1.76,+2.49,0.7,1.1,-0.4,-0.72,-0.10,Matches
424595d5,Michael Verrips,nl NED,GK,Sheffield Utd,22,1996,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
ba23a904,Jan Vertonghen,be BEL,DF,Tottenham,32,1987,23,1645,72,48.1,18.3,19,86,16,4,3,11,1.57,27,24,+3,+0.16,-0.39,21.1,27.7,-6.5,-0.36,-0.37,Matches
1900032e,Jannik Vestergaard,dk DEN,DF,Southampton,26,1992,19,1497,79,43.8,16.6,17,87,15,2,12,12,1.11,22,26,-4,-0.24,-0.01,24.5,20.5,+4.0,+0.24,+0.27,Matches
b937e490,Rúben Vinagre,pt POR,"MF,DF",Wolves,20,1999,16,652,41,19.1,7.2,6,86,4,10,14,18,1.50,10,6,+4,+0.55,+0.32,11.8,6.3,+5.5,+0.76,+0.41,Matches
728e9b2e,João Virgínia,pt POR,GK,Everton,19,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
d484c261,Jake Vokins,eng ENG,DF,Southampton,19,2000,1,90,90,2.6,1.0,1,90,1,0,,7,1.00,1,1,0,0.00,+0.24,2.5,0.7,+1.8,+1.84,+1.80,Matches
1bebde9d,Michel Vorm,nl NED,GK,Tottenham,35,1983,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
16fa6881,Mario Vrančić,ba BIH,MF,Norwich City,30,1989,20,636,32,18.6,7.1,6,79,2,14,12,9,0.35,5,19,-14,-1.98,-0.85,7.5,12.7,-5.1,-0.73,+0.06,Matches
0d4ceb32,Matěj Vydra,cz CZE,FW,Burnley,27,1992,19,819,43,23.9,9.1,7,76,2,12,24,9,1.26,13,7,+6,+0.66,+1.11,10.3,11.0,-0.6,-0.07,-0.01,Matches
1ecb65be,Theo Walcott,eng ENG,"MF,FW",Everton,30,1989,25,1287,51,37.6,14.3,17,65,1,8,22,3,1.40,21,19,+2,+0.14,+0.73,22.2,16.4,+5.8,+0.41,+0.55,Matches
86dd77d1,Kyle Walker,eng ENG,DF,Manchester City,29,1990,29,2392,82,69.9,26.6,28,84,22,1,45,7,2.14,75,24,+51,+1.92,+0.52,65.5,26.2,+39.3,+1.48,+0.04,Matches
984a5a64,Kyle Walker-Peters,eng ENG,DF,Southampton,22,1997,10,703,70,20.6,7.8,7,87,6,3,30,2,1.80,14,8,+6,+0.77,+1.27,13.4,9.6,+3.8,+0.48,+0.50,Matches
984a5a64,Kyle Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,241,80,7.0,2.7,3,80,2,0,,2,1.33,5,4,+1,+0.37,+0.01,2.9,4.2,-1.3,-0.49,-0.35,Matches
9e525177,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,35,3070,88,89.8,34.1,34,89,32,1,45,1,1.77,63,33,+30,+0.88,+0.88,56.9,33.2,+23.7,+0.70,+0.50,Matches
e0900238,Victor Wanyama,ke KEN,MF,Tottenham,28,1991,2,25,13,0.7,0.3,0,,0,2,13,2,1.50,0,2,-2,-7.20,-7.62,0.2,0.5,-0.3,-1.24,-1.09,Matches
d3ce0e89,Danny Ward,wls WAL,GK,Leicester City,26,1993,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
8a7ff278,Joel Ward,eng ENG,DF,Crystal Palace,29,1989,29,2382,82,69.6,26.5,27,87,24,2,16,0,1.00,20,36,-16,-0.60,-0.34,26.4,37.4,-11.0,-0.41,+0.47,Matches
3515d404,James Ward-Prowse,eng ENG,"MF,DF",Southampton,24,1994,38,3420,90,100.0,38.0,38,90,38,0,,0,1.37,51,60,-9,-0.24,,56.1,52.8,+3.3,+0.09,,Matches
603e4f0b,Kelland Watts,eng ENG,DF,Newcastle Utd,19,1999,1,17,17,0.5,0.2,0,,0,1,17,2,0.00,0,1,-1,-5.29,-4.79,0.0,0.1,-0.1,-0.41,+0.38,Matches
c40b6180,Adam Webster,eng ENG,DF,Brighton,24,1995,31,2668,86,78.0,29.6,31,86,29,0,,5,1.06,29,44,-15,-0.51,-0.51,36.3,45.7,-9.3,-0.32,-0.29,Matches
ce5143da,Danny Welbeck,eng ENG,"FW,MF",Watford,28,1990,18,822,46,24.0,9.1,8,77,4,10,21,2,0.56,9,15,-6,-0.66,+0.11,14.6,12.7,+1.9,+0.21,+0.60,Matches
495945ef,Ashley Westwood,eng ENG,MF,Burnley,29,1990,35,3150,90,92.1,35.0,35,90,35,0,,0,1.54,42,39,+3,+0.09,+3.42,44.0,44.2,-0.3,-0.01,+0.69,Matches
4d90ce8c,Harvey White,eng ENG,MF,Tottenham,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
3f2587ee,Alfie Whiteman,eng ENG,GK,Tottenham,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
41cc19c2,Connor Wickham,eng ENG,"FW,MF",Crystal Palace,26,1993,6,96,16,2.8,1.1,0,,0,6,16,7,1.00,3,2,+1,+0.94,+1.48,2.1,1.7,+0.5,+0.43,+1.01,Matches
eb58eef0,Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,37,2935,79,85.8,32.6,35,82,20,2,28,0,2.59,74,28,+46,+1.41,+0.30,57.9,34.1,+23.8,+0.73,-0.64,Matches
9050ddc4,Jetro Willems,nl NED,DF,Newcastle Utd,25,1994,19,1493,79,43.7,16.6,18,81,12,1,37,2,1.21,18,24,-6,-0.36,+0.29,14.5,31.4,-16.9,-1.02,-0.41,Matches
5e74d6c8,Brandon Williams,eng ENG,DF,Manchester Utd,18,2000,17,1006,59,29.4,11.2,11,84,6,6,14,12,1.76,20,10,+10,+0.89,+0.15,19.7,11.1,+8.5,+0.76,+0.17,Matches
dd323728,Neco Williams,wls WAL,DF,Liverpool,18,2001,6,230,38,6.7,2.6,3,66,0,3,11,9,2.17,5,2,+3,+1.17,-0.21,3.2,1.9,+1.3,+0.52,-0.33,Matches
8b9ebd03,Willian,br BRA,"FW,MF",Chelsea,30,1988,36,2600,72,76.0,28.9,29,85,18,7,21,0,1.75,52,35,+17,+0.59,+0.81,53.7,28.3,+25.5,+0.88,+0.32,Matches
a3b03921,Joe Willock,eng ENG,"MF,FW",Arsenal,19,1999,29,857,30,25.1,9.5,8,64,1,21,16,6,1.34,16,16,0,0.00,-0.28,13.1,16.9,-3.8,-0.40,-0.25,Matches
9c318325,Jack Wilshere,eng ENG,MF,West Ham,27,1992,8,215,27,6.3,2.4,2,50,0,6,19,8,1.38,2,5,-3,-1.26,-0.98,2.1,3.7,-1.7,-0.70,-0.32,Matches
c596fcb0,Callum Wilson,eng ENG,FW,Bournemouth,27,1992,35,2908,83,85.0,32.3,32,88,27,3,32,0,0.89,36,53,-17,-0.53,+0.88,37.5,54.5,-17.1,-0.53,-0.46,Matches
c6dc9ecd,Harry Wilson,wls WAL,"MF,FW",Bournemouth,22,1997,31,1646,53,48.1,18.3,20,67,2,11,28,3,0.84,21,32,-11,-0.60,+0.11,23.0,31.3,-8.3,-0.45,+0.01,Matches
2f7acede,Harry Winks,eng ENG,MF,Tottenham,23,1996,31,2221,72,64.9,24.7,26,82,16,5,19,5,1.71,37,31,+6,+0.24,-0.36,29.1,35.7,-6.6,-0.27,-0.29,Matches
4e9a0555,Chris Wood,nz NZL,FW,Burnley,27,1991,32,2437,76,71.3,27.1,29,81,17,3,29,0,1.41,27,33,-6,-0.22,-0.13,35.3,36.0,-0.6,-0.02,+0.13,Matches
a62da625,Sam Woods,eng ENG,DF,Crystal Palace,20,1998,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
e61b8aee,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,31,2586,83,75.6,28.7,30,85,25,1,45,0,1.65,47,31,+16,+0.56,+1.42,38.9,41.7,-2.8,-0.10,+0.49,Matches
849c826a,Andriy Yarmolenko,ua UKR,"MF,FW",West Ham,29,1989,23,991,43,29.0,11.0,10,69,2,13,23,1,1.35,11,17,-6,-0.54,-0.29,14.3,17.5,-3.2,-0.29,+0.15,Matches
ae0a7ddf,DeAndre Yedlin,us USA,DF,Newcastle Utd,26,1993,16,938,59,27.4,10.4,10,83,8,6,19,9,1.25,9,18,-9,-0.86,-0.46,11.1,21.2,-10.1,-0.97,-0.24,Matches
caffaf5a,Maya Yoshida,jp JPN,DF,Southampton,30,1988,8,560,70,16.4,6.2,6,90,6,2,10,15,1.00,5,18,-13,-2.09,-2.22,8.2,11.9,-3.7,-0.60,-0.82,Matches
be927d03,Ashley Young,eng ENG,DF,Manchester Utd,34,1985,12,955,80,27.9,10.6,10,90,9,2,30,8,1.50,12,10,+2,+0.19,-0.83,16.4,10.9,+5.5,+0.52,-0.17,Matches
ad7cd1fa,Jack Young,eng ENG,MF,Newcastle Utd,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
6813ac34,Pablo Zabaleta,ar ARG,DF,West Ham,34,1985,10,592,59,17.3,6.6,6,87,5,4,18,19,0.60,5,14,-9,-1.37,-1.24,8.3,12.6,-4.3,-0.65,-0.30,Matches
b2bc3b1f,Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,26,1992,38,3280,86,95.9,36.4,37,88,36,1,26,0,1.13,31,46,-15,-0.41,+2.16,34.9,53.8,-18.9,-0.52,+0.94,Matches
2d5f03bf,Christoph Zimmermann,de GER,DF,Norwich City,26,1993,17,1430,84,41.8,15.9,16,87,15,1,45,1,0.65,13,27,-14,-0.88,+0.70,17.1,25.5,-8.4,-0.53,+0.42,Matches
51cf8561,Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,19,1276,67,37.3,14.2,13,87,11,6,25,5,1.95,34,13,+21,+1.48,-0.45,34.2,15.9,+18.3,+1.29,-0.28,Matches
d2d74d9c,Richairo Živković,nl NED,FW,Sheffield Utd,22,1996,5,112,22,3.3,1.2,0,,0,5,22,4,0.60,1,4,-3,-2.41,-2.49,0.6,2.5,-1.9,-1.51,-1.35,Matches
ce4246f5,Kurt Zouma,fr FRA,DF,Chelsea,24,1994,28,2344,84,68.5,26.0,25,88,24,3,46,7,1.71,47,37,+10,+0.38,-0.03,45.3,27.6,+17.6,+0.68,-0.41,Matches
